NAME,DETAIL,PHONE,ADDR1,ZIP,BORO,X,Y,EMAIL,WEBSITE
Cornerstone Day Care Center,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. ",718-574-8300,289 Lewis Avenue,11221,Brooklyn,1002163,189190,cornerstone6@optimum.net,
LSSNY: Marcus Garvey,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",347-689-8303,265 Marcus Garvey Boulevard,11221,Brooklyn,1001191,190131,salleyne@lssny.org,https://early-life.org
Friends of Crown Heights 29,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. ",718-778-1498,1435 Prospect Place,11213,Brooklyn,1003982,184593,davis@foch.biz,https://fochdaycare.org
Bedford Stuyvesant ECDC 265,,718-455-5565,813 Hancock Street,11233,Brooklyn,1005651,189151,Gonzalezn@bsecdc.org,
Community Parents Head Start,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",718-771-4002,90 Chauncey Street,11233,Brooklyn,1003712,187088,cycummings@earthlink.net,
Shirley Chisholm Day Care Center Site 1,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. ",718-756-1720,2023 Pacific Street,11233,Brooklyn,1006160,185664,scd2023@aol.com,
Bedford Stuyvesant ECDC 133,,718-453-0828,133 Kings First Walk,11233,Brooklyn,1004502,185396,Charles@bsecdc.org,
Bedford Stuyvesant ECDC 510,,718-455-4806,510 Quincy Street,11221,Brooklyn,1000909,189948,bostone@bsecdc.org,
Glorious and Gifted Early Childhood Center Inc.,,718-812-0426,421 Throop Avenue,11221,Brooklyn,1000382,190102,esther@gloriousngifted.com,https://gloriousngifted.com
Dr. Jacqueline Peek-Davis School,,718-953-4569,430 HOWARD AVENUE,11233,Brooklyn,1006488,184472,ndixon3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/23/k012
P.S. 091 The Albany Avenue School,,718-756-0243,532 ALBANY AVENUE,11203,Brooklyn,1000834,180404,Talleyn2@schools.nyc.gov,www.PS91.org
P.S. 092 Adrian Hegeman,,718-462-8449,601 PARKSIDE AVENUE,11226,Brooklyn,996990,178353,Smichaelcoleman@schools.nyc.gov,www.ps92K.com
P.S. 138 Brooklyn,,718-467-0800,760 PROSPECT PLACE,11216,Brooklyn,997749,184891,mchauve@schools.nyc.gov,http://schools.nyc.gov/schoolportals/17/k138
P.S. 161 The Crown,,718-756-3100,330 CROWN STREET,11225,Brooklyn,998338,181915,MJohnso10@schools.nyc.gov,http://schools.nyc.gov/schoolportals/17/k161
P.S. 181 Brooklyn,,718-462-5298,1023 NEW YORK AVENUE,11203,Brooklyn,999237,175436,vesannason@schools.nyc.gov,http://schools.nyc.gov/schoolportals/17/k181
P.S. 191 Paul Robeson,,718-756-1206,1600 PARK PLACE,11233,Brooklyn,1005274,184040,ecapolo@schools.nyc.gov,https://sites.google.com/view/ps191paulrobesonschool
P.S. 221 Toussaint L'Ouverture,,718-756-0122,791 EMPIRE BOULEVARD,11213,Brooklyn,1001983,181168,smartin23@schools.nyc.gov,http://schools.nyc.gov/schoolportals/17/k221
P.S. 241 Emma L. Johnston,,718-636-4725,976 PRESIDENT STREET,11225,Brooklyn,995237,183023,flucius@schools.nyc.gov,http://schools.nyc.gov/schoolportals/17/k241
P.S. 249 The Caton,,718-282-8828,18 MARLBOROUGH ROAD,11226,Brooklyn,993590,175985,ebrown4@schools.nyc.gov,https://Www.catonschool.com
P.S. 289 George V. Brower,,718-493-3824,900 Saint MARKS AVENUE,11213,Brooklyn,1000334,185025,mmardy@schools.nyc.gov,http://schools.nyc.gov/schoolportals/17/k289
P.S. 316 Elijah Stroud,,718-638-4043,750 CLASSON AVENUE,11238,Brooklyn,995204,185072,OMaluf@schools.nyc.gov,http://schools.nyc.gov/schoolportals/17/k316
P.S. 375 Jackie Robinson School,,718-693-6655,46 MCKEEVER PLACE,11225,Brooklyn,995449,181484,RGraham22@schools.nyc.gov,PS375K.echalksites.com
M.S. K394,,718-756-3164,188 ROCHESTER AVENUE,11213,Brooklyn,1004137,184405,CPadmoreGateau@schools.nyc.gov,http://schools.nyc.gov/schoolportals/17/k394
P.S. 397 Foster-Laurie,,718-774-5200,490 FENIMORE STREET,11203,Brooklyn,999116,179285,mcasseu2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/17/k397
P.S. 398 Walter Weaver,,718-774-4466,60 East 94 Street,11212,Brooklyn,1004231,181212,FDaley@schools.nuc.gov,
New Bridges Elementary,,718-363-8200,1025 EASTERN PARKWAY,11213,Brooklyn,1002508,183178,KBowles@schools.nyc.gov,http://schools.nyc.gov/schoolportals/17/k532
Brooklyn Arts and Science Elementary School,<b>Note:</b> Students who have a home language other than English and/or living in the child welfare system will have priority for 20% of pre-K seats ,718-230-0851,443 SAINT MARKS AVENUE,11238,Brooklyn,995436,185886,brooklynartselementary@gmail.com,
P.S. 770 New American Academy,<b>Note:</b> Students who qualify for FRL will have priority for 40% of pre-K seats. ,718-221-5837,60 East 94 Street,11212,Brooklyn,1004164,181298,jsaratovsky@thenewamericanacademy.org,www.ps770.org
Associated Beth Rivkah School - UPK,,718-735-0400,470 Lefferts Avenue,11225,Brooklyn,999262,180626,ldeitsch@bethrivkah.edu,
Bnos Menachem,,718-493-1100,739 East New York Avenue,11203,Brooklyn,1001447,180680,office@bnosmenachem.org,https://bnosmenachem.org
Epiphany Lutheran School,,718-773-7200,721 Lincoln Place,11216,Brooklyn,997555,183743,elsfross@yahoo.com,
Phyl's Academy,,718-469-9400,3520 Tilden Avenue,11203,Brooklyn,999883,174969,info@phylsacademyny.com,www.phylsacademyny.com
Saint Francis of Assisi,,718-778-3700,400 Lincoln Road,11225,Brooklyn,998382,180267,principal@sfabrooklyn.org,https://http://sfabrooklyn.org
St. Gregory The Great Catholic Academy,,718-774-3330,2520 Church Avenue,11226,Brooklyn,997022,176227,sgg991@yahoo.com,https://stgregorybrooklyn.org
Edwards L. Cleaveland,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-778-6559,1185 Park Place,11213,Brooklyn,1001328,184557,dmims@bksny.org,https://bksny.org
Friends of Crown Heights 13,,718-975-3375,36 Ford Street,11213,Brooklyn,1003869,181527,emerita.murrell1@gmail.com,
M.A.C.A.D.E.M.Y.,,718-221-5566,1313 Union Street,11225,Brooklyn,998505,183018,qkmacademy@aol.com,macademytech.org
"HIGHLIGHTS ACADEMY, INC.",,718-953-5555,1688 President Street,11213,Brooklyn,1003224,182225,highlightsacademy@yahoo.com,https://highlightsacademyinc.com
Hawthorne Corners Day Care Center,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-282-7200,1950 Bedford Avenue,11225,Brooklyn,996233,178733,cornersdcc@verizon.net,
Friends of Crown Heights Educational Center #11,,929-234-5010,995 Carroll Street,11225,Brooklyn,996138,182583,vgbenedio@foch.biz,https://fochdaycare.org
Be Above 37,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-774-4131,570 Crown Street,11213,Brooklyn,1001038,181711,info@yttl.org,
All My Children Day Care 10,,718-576-6170,420 Lefferts Avenue,11225,Brooklyn,998876,180599,cbaras@amcearlylearn.com,allmychildrendaycare.com
Friends of Crown Heights 10,,929-234-2821,1491 Bedford Avenue,11216,Brooklyn,996876,183970,msuarez@foch.biz,www.fochdaycare.org
All My Children # 11,,718-576-6812,317 Rogers Avenue,11225,Brooklyn,997157,181800,info@amcearlylearn.com,https://allmychildrendaycare.com
Infant and Child Learning Center,,718-675-1249,670 Parkside Avenue,11226,Brooklyn,997762,178269,imani.irving@gmail.com,http://www.downstate.edu/giving/funds/learning_center.html
"The Little Darlings Day Care Center, Inc.",,718-469-4207,1531 Nostrand Avenue,11226,Brooklyn,998366,175635,morrisdaycare@optimum.net,N/A
"Community Parents, Inc.",<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-221-2531,60 East 93 Street,11212,Brooklyn,1004240,180994,clairewflor12@optonline.net,
Friends of Crown Heights #16,,718-778-8558,963 Park Place,11213,Brooklyn,999342,184615,Foch20familyworker@gmail.com,
Friends of Crown Heights 2,,718-638-8686,671 Prospect Place,11216,Brooklyn,996962,185166,dmaureen29@yahoo.com,https://fochdaycare.org
Joan Watkins Corp D/B/A Pre-School Minds DCC,,718-284-9392,3316-18 Church Avenue,11203,Brooklyn,999222,176394,preschoolminds@verizon.net,
"PHEBEANA PRESCHOOL, INC.",,718-284-8147,160 Parkside Avenue,11226,Brooklyn,994507,177625,phebeanapreskool@aol.com,
Friends of Crown Heights 9,,718-773-7733,813 Sterling Place,11216,Brooklyn,997721,184380,pbutts@foch.biz,https://fochdaycare.org
Ella Baker Charles Romain CDC of Medgar Evers,,718-270-6018,1150 Carroll Street,11225,Brooklyn,997614,182305,janetm@mec.cuny.edu,https://mec.cuny.edu
Yeled V'Yalda 667,,718-686-3700,667 Eastern Parkway,11213,Brooklyn,999265,183402,wgoldberg@yeled.org,www.yeled.org
Inner Force Tots,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-221-1248,1181 East New York Avenue,11212,Brooklyn,1005522,182307,collette.halliman@innerforce.org,https://innerforce.org
Saint Johns Place Family Center Day Care Program,,718-771-7720,1620 Saint Johns Place,11233,Brooklyn,1005321,183387,carolyn@stjohnsplace.org,https://stjohnsplace.org
"Roger Day Care, Inc.",,917-690-2783,775 Rogers Avenue,11226,Brooklyn,997465,176822,Raps775@gmail.com,N/a
Higher Level,<b>Note:</b> Students who have a home language other than English will have priority for 20% of seats. ,718-856-4064,2401 Beverley Road,11226,Brooklyn,996861,174261,higherlevelincschool@gmail.com,www.higherlevelincschool.com
Honeydew Drop Playhouse,,718-941-2177,1113 Church Avenue,11218,Brooklyn,992888,175116,honeydewupk@gmail.com,https://honeydewdrop.com
Blue Star Day Care Center,,718-703-0009,2217 Caton Avenue,11226,Brooklyn,996273,177158,bluestarofnewyork@gmail.com,
Aim High Childrens Services,,718-509-0630,83 Marlborough Road,11226,Brooklyn,993841,175405,upk@aimhighchild.com,Aim High Children's Services
BKA Utica,,718-953-9011,250 Utica Avenue,11213,Brooklyn,1003343,183392,allie@brooklynkidsny.org,
candy kid's day care center,,718-287-6200,3212 Church Avenue,11226,Brooklyn,998899,176369,candykids321@gmail.com,
G.A.T.E.D. Academy,,718-693-3699,1019 CHURCH AVENUE,11218,Brooklyn,992646,174992,Gatedacademy@gmail.com,Www.gatedacademy.com
"High Definition Day Care, Inc.",,718-240-9300,337 Lenox Road,11226,Brooklyn,998572,177733,highdef_kids@hotmail.com,
P.S. 66,,718-922-3505,845 East 96 Street,11236,Brooklyn,1010047,175668,Ljackso17@schools.nyc.gov,
P.S. 114 Ryder Elementary,,718-257-4428,1077 REMSEN AVENUE,11236,Brooklyn,1009741,173411,dsmith6@schools.nyc.gov,http://schools.nyc.gov/schoolportals/18/k114
P.S. 115 Daniel Mucatel School,,718-241-1000,1500 East 92 Street,11236,Brooklyn,1012677,170592,lborgese@schools.nyc.gov,http://schools.nyc.gov/schoolportals/18/k115
P.S. 135 Sheldon A. Brookner,,718-693-4363,684 LINDEN BOULEVARD,11203,Brooklyn,1002848,177315,TMcrae2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/18/k135
P.S. 208 Elsa Ebeling,,718-629-1670,4801 AVENUE D,11203,Brooklyn,1003436,173291,nrenville@schools.nyc.gov,http://schools.nyc.gov/schoolportals/18/k208
P.S. 219 Kennedy-King,,718-342-0493,1060 CLARKSON AVENUE,11212,Brooklyn,1005716,179426,WSmith4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/18/k219
P.S. 233 Langston Hughes,,718-346-8103,9301 AVENUE B,11236,Brooklyn,1008110,176607,TAllen10@schools.nyc.gov,https://ps233.org
P.S. 235 Janice Marie Knight School,,718-773-4869,525 LENOX ROAD,11203,Brooklyn,1000654,177895,llord@schools.nyc.gov,
P.S. 244 Richard R. Green,,718-346-6240,5404 TILDEN AVENUE,11203,Brooklyn,1004881,175443,mjackso17@schools.nyc.gov,http://schools.nyc.gov/schoolportals/18/k244
P.S. 268 Emma Lazarus,,718-773-5332,133 East 53 Street,11203,Brooklyn,1004308,178698,sfaircl2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/18/k268
P.S. 272 Curtis Estabrook,,718-241-1300,101-24 SEAVIEW AVENUE,11236,Brooklyn,1015842,170884,DKeyes@schools.nyc.gov,http://schools.nyc.gov/schoolportals/18/k272
P.S. 276 Louis Marshall,,718-758-7100,1070 East 83 Street,11236,Brooklyn,1009786,170188,yfideli@schools.nyc.gov,http://schools.nyc.gov/schoolportals/18/k276
P.S. 279 Herman Schreiber,,718-444-4316,1070 East 104 Street,11236,Brooklyn,1014049,173991,lchambers@schools.nyc.gov,http://schools.nyc.gov/schoolportals/18/k279
Battalion Christian Academy,,718-913-0100,661 Linden Boulevard,11203,Brooklyn,1002555,177407,alcockfield@gmail.com,
St. Catherine of Genoa ~ St. Therese of Lisieux Catholic Academy,,718-629-9330,4410 Avenue D,11203,Brooklyn,1002310,173103,eemilsen@scgstl.org,https://scgstl.org
Hebrew Educational Society,,718-241-3000,9502 Seaview Avenue,11236,Brooklyn,1014511,169772,alessandra@thehes.org,https://thehes.org
"Khyle Brenaj Kiddie Daycare, Inc.",,718-345-3636,9718 Flatlands Avenue,11236,Brooklyn,1011999,173864,kbkdaycare@yahoo.com,https://http://kbkdaycare.com
Be Above #27,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-451-1126,779 East 49 Street,11203,Brooklyn,1003622,173410,beaboveeast49street@yahoo.com,
Steps Elementary School,,718-485-0111,432 East 92 Street,11212,Brooklyn,1006188,178146,stepselementary1234@yahoo.com,
"Raven's Early Childhood Center, Inc.",,718-927-2316,1102 East 92 Street,11236,Brooklyn,1010240,173314,Ravensschoolnow@gmail.com,www.ravensschool.org
Great Oaks Academy,,718-315-3015,4718 Farragut Road,11203,Brooklyn,1003385,171412,Rayed@mohdc.com,http://mohdcsmartstart.com
Children's Center at SUNY Brooklyn,,718-221-6165,440 Lenox Road,11203,Brooklyn,999615,177570,karena.thomas@downstate.edu,
Traditional Day Care Center,,718-346-5777,1112 Winthrop Street,11212,Brooklyn,1005645,180421,tdcc1112@gmail.com,
Yeled V'Yalda 407,,718-686-3700,407 East 53 Street,11203,Brooklyn,1004530,176016,wgoldberg@yeled.org,www.yeled.org
Friends of Crown Heights 4,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-284-2184,141 East 40 Street,11203,Brooklyn,1000942,176919,saddler@foch.biz,https://fochdaycare.com
Breukelen Early Childhood Development Center,,718-649-1463,717 East 105 Street,11236,Brooklyn,1013270,175635,breukelendcc@verizon.net,https://Breukelenecdc.com
Breukelen Head Start,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-649-2960,715 East 105 Street,11236,Brooklyn,1013260,175749,nboodhram.recrooms@gmail.com,
Yeled V'Yalda 6012,,718-209-1122,6002 Farragut Road,11236,Brooklyn,1006715,171552,bcunin@yeled.org,www.yeled.org
Birch Family Services,,718-451-5213,475 East 57 Street,11203,Brooklyn,1005765,173846,marjory.antoine@birchfamilyservices.org,https://birchfamilyservices.org
"Little Einsteins of Canarsie, LLC",,718-251-5000,8413 Avenue K,11236,Brooklyn,1010231,170493,Admin@learningcenter.cc,LearningCenter.cc
Clarkson Early Childhood Center,,718-649-3488,8801 Glenwood Road,11236,Brooklyn,1009460,172815,8801cecc@gmail.com,
"Faces of the Future Early Learning Center, LLC",,718-618-0061,1080 Utica Avenue,11203,Brooklyn,1003647,174842,facesofthefuture1@gmail.com,NA
"Einstein Daycare, Inc.",,718-618-7330,900 Lenox Road,11203,Brooklyn,1004738,178086,Daycare@einstein-academy.com,https://http://einstein-academy.com/preschool
BRYAN'S EDUCATIONAL CENTER,,718-282-6944,3922 Church Avenue,11203,Brooklyn,1000837,176492,bryansdaycare@aol.com,bryanseducationalcenter.com
Learning Zone,,347-587-1382,1729 Rockaway Parkway,11236,Brooklyn,1013265,172204,learningzonechildcare@gmail.com,https://learningzonekids.com
P.S. 007 Abraham Lincoln,,718-647-3600,858 JAMAICA AVENUE,11208,Brooklyn,1019458,190490,WAbrego@schools.nyc.gov,
P.S. 013 Roberto Clemente,,718-498-3717,557 PENNSYLVANIA AVENUE,11207,Brooklyn,1013831,181130,MCameron2@schools.nyc.gov,https://RobertoClementeSchool.com
P.S. 089 Cypress Hills,,718-964-1180,265 WARWICK STREET,11207,Brooklyn,1015669,186210,ARichard@schools.nyc.gov,http://chcs89.org/
P.S. 108 Sal Abbracciamento,,718-277-7010,200 LINWOOD STREET,11208,Brooklyn,1016343,187503,chahn3@schools.nyc.gov,www.ps108k.org
P.S. 149 Danny Kaye,,718-688-7620,700 SUTTER AVENUE,11207,Brooklyn,1013999,183181,YSchoff@schools.nyc.gov,http://schools.nyc.gov/schoolportals/19/k149
P.S. 158 Warwick,,718-277-6116,400 ASHFORD STREET,11207,Brooklyn,1016131,184337,AWilson3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/19/k158
P.S. 190 Sheffield,,718-346-8780,590 SHEFFIELD AVENUE,11207,Brooklyn,1013461,180625,SHill3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/19/k190
P.S. 202 Ernest S. Jenkyns,,718-649-7880,982 HEGEMAN AVENUE,11208,Brooklyn,1018510,181996,MSpence6@schools.nyc.gov,http://schools.nyc.gov/schoolportals/19/k202
P.S. 213 New Lots,,718-257-4034,580 HEGEMAN AVENUE,11207,Brooklyn,1014692,179849,smoise2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/19/k213
P.S. 214 Michael Friedsam,,718-647-1740,2944 PITKIN AVENUE,11208,Brooklyn,1022233,185689,SMahabi@schools.nyc.gov,http://schools.nyc.gov/schoolportals/19/k214
P.S. 224 Hale A. Woodruff,,718-235-3600,757 WORTMAN AVENUE,11208,Brooklyn,1021434,181544,GAndrews@schools.nyc.gov,http://schools.nyc.gov/schoolportals/19/k224
P.S. 273 Wortman,,718-649-5739,923 JEROME STREET,11207,Brooklyn,1017806,179114,mavery@schools.nyc.gov,http://schools.nyc.gov/schoolportals/19/k273
P.S. 290 Juan Morel Campos,,718-647-1113,135 SCHENCK AVENUE,11207,Brooklyn,1014898,186364,bnewell@schools.nyc.gov,http://schools.nyc.gov/schoolportals/19/k290
P.S. 306 Ethan Allen,,718-649-3155,970 VERMONT STREET,11207,Brooklyn,1015725,178099,LVane@schools.nyc.gov,
The Fresh Creek School,,718-272-1843,875 WILLIAMS AVENUE,11207,Brooklyn,1013506,177584,mbriceus@schools.nyc.gov,https://sites.google.com/k325.org/teachers/p-s-325-home-page
P.S. 328 Phyllis Wheatley,,718-345-9393,330 ALABAMA AVENUE,11207,Brooklyn,1012561,182536,Mdesforges@schools.nyc.gov,http://schools.nyc.gov/schoolportals/19/k328
P.S. 345 Patrolman Robert Bolden,,718-647-8387,111 BERRIMAN STREET,11208,Brooklyn,1017530,185678,WHolt@schools.nyc.gov,http://schools.nyc.gov/schoolportals/19/k345
P.S. 346 Abe Stark,,718-642-3000,1400 PENNSYLVANIA AVENUE,11239,Brooklyn,1017065,175010,KCaifa@schools.nyc.gov,http://schools.nyc.gov/schoolportals/19/k346
Brooklyn Gardens Elementary School,,718-495-7012,574 DUMONT AVENUE,11207,Brooklyn,1012718,181795,ISpence@schools.nyc.gov,http://schools.nyc.gov/schoolportals/19/k557
East New York Elementary School of Excellence,,718-272-6075,605 SHEPHERD AVENUE,11208,Brooklyn,1017717,183231,SFraser@schools.nyc.gov,
BE-ER HAGOLAH INSTITUTES,,718-642-6800,671 Louisiana Avenue,11239,Brooklyn,1016772,174547,tgoldstein@beerhagolah.org,https://beerhagolah.org
University Settlement Children's Corner,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-346-3470,565 Livonia Avenue,11207,Brooklyn,1013032,181436,mbonet@universitysettlement.org,https://universitysettlement.org
SAINT PETER'S PRESCHOOL,,718-647-1014,109 Highland Place,11208,Brooklyn,1017187,188019,claradv@aol.com,WWW.spbklyn.org
Urban Strategies 1,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-647-7700,1091 Sutter Avenue,11208,Brooklyn,1018065,184170,usheadstart1@aol.com,
Cypress Hills CCC,,718-647-5005,108 Pine Street,11208,Brooklyn,1019317,188487,jeromebass@yahoo.com,https://cypresshillschildcare.org
Urban Strategies 5 - Georgia L. McMurray ECDC,,718-235-1215,675 Lincoln Avenue,11208,Brooklyn,1021389,184414,pbutts@urbanstrategiesny.org,
PAL Arnold and Marie Schwartz Early Learn Center,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-342-4724,452 Pennsylvania Avenue,11207,Brooklyn,1013469,181965,arudder@palnyc.org,https://palnyc.org
Friends of Crown Heights Educational Center,,929-234-2866,921 Hegeman Avenue,11208,Brooklyn,1017772,181780,klewis@foch.biz,foch.biz
Friends of Crown Heights 19,,929-234-2838,370 New Lots Avenue,11207,Brooklyn,1013858,180317,soriano@foch.biz,fochdaycare.org
Friends of Crown Heights 16,,929-234-2870,668 Logan Street,11208,Brooklyn,1018892,183179,dublins4@aol.com,www.fochdaycare.org
Friends of Crown Heights 15,,718-638-8686,2505 Pitkin Avenue,11208,Brooklyn,1017610,185022,dmaureen29@yahoo.com,https://fochdaycare.org
Friends of Crown Heights 18,,929-234-2955,851 Liberty Avenue,11208,Brooklyn,1018073,186044,Tessien@foch.biz,www.fochdaycare.org
Blake & Milford DCC,,718-277-2003,334 Milford Street,11208,Brooklyn,1018537,183743,BlakeandMilfordDaycare@yahoo.com,Www.blakeandmilforddaycare.com
Boulevard Nursery School,,718-649-2295,2150 Linden Boulevard,11207,Brooklyn,1016595,180222,irobertson0404@aol.com,
Marie Durdin Child Care Center,,718-647-4730,2700 Linden Boulevard,11208,Brooklyn,1021815,182930,mariedurdinchildcare@msn.com,
Sylvia Klein Child Care Center,,718-647-2274,720 Euclid Avenue,11208,Brooklyn,1019855,183139,sylviaklein.daycare@verizon.net,
HELP I,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-498-4002,515 Blake Avenue,11207,Brooklyn,1011979,182425,cviruet@helpusa.org,https://helpusa.org
Starrett Early Learning Center,,718-642-8724,125 Schroeders Avenue,11239,Brooklyn,1017280,175475,ssippy@aol.com,
United Community DCC,,718-385-1201,613 New Lots Avenue,11207,Brooklyn,1015693,181520,gpierrelouis@ucceny.org,https://ucceny.org
Starrett Early Learning Center,,718-642-8724,1325 Pennsylvania Avenue,11239,Brooklyn,1017012,175603,ssippy@aol.com,
Friends of Crown Heights Educational Center #5,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,347-435-0990,374 Pine Street,11208,Brooklyn,1019967,185755,nichols@foch.biz,https://www.fochdaycare.org/
Urban Strategies 3,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-348-9349,1152 Elton Street,11239,Brooklyn,1019142,178427,umohamed255@optimum.net,www.urbanstrategiesny.org
"Baybee Lounge Daycare, Inc.",,347-.95-4783,2745 Atlantic Avenue,11207,Brooklyn,1013935,185723,Baybeelounge@gmail.com,www.baybeoungedaycare.com 
"A Castle For Classy Kids Learning Center, Inc.",,347-750-8154,2570 Pitkin Avenue,11208,Brooklyn,1018271,185021,acastle4classykids@gmail.com,
Trey Whitfield School,,718-342-7722,17 Hinsdale Street,11207,Brooklyn,1011694,185198,jwhitney@treywhitfieldschool.org,https://treywhitfieldschool.org
Strawberry Patch Daycare,,718-257-7555,2007 Linden Boulevard,11207,Brooklyn,1015170,179713,strawberrypatchdcc@gmail.com,http://www.strawberrypatchdaycare.com
P.S. 048 Mapleton,,718-232-3873,6015 18 Avenue,11204,Brooklyn,987776,165729,jmagenta@schools.nyc.gov,http://schools.nyc.gov/schoolportals/20/k048
P.S. 112 Lefferts Park,,718-232-0685,7115 15 AVENUE,11228,Brooklyn,983812,164596,Lverdem@schools.nyc.gov,
P.S. 164 Caesar Rodney,,718-854-4100,4211 14 Avenue,11219,Brooklyn,988177,171416,scisnerossteine@schools.nyc.gov,www.ps164.org
P.S. 179 Kensington,,718-438-4010,202 AVENUE C,11218,Brooklyn,990551,172548,BAmato@schools.nyc.gov,https://ps179kensington.com
The SEEALL Academy,,718-851-8070,5601 16 Avenue,11204,Brooklyn,987136,167594,GWillia16@schools.nyc.gov,https://seeallacademy.com
P.S. 192 - The Magnet School for Math and Science Inquiry,,718-633-3061,4715 18 Avenue,11204,Brooklyn,989832,168445,RPECORARO2@schools.nyc.gov,www.ps-is192.org
P.S. 200 Benson School,,718-236-5466,1940 BENSON AVENUE,11214,Brooklyn,983788,158980,JMuniz@schools.nyc.gov,
P.S. 204 Vince Lombardi,,718-236-2906,8101 15 Avenue,11228,Brooklyn,982425,162902,NTomasu@schools.nyc.gov,https://PS204K.org
P.S. 205 Clarion,,718-236-2380,6701 20 Avenue,11204,Brooklyn,987836,163315,20K205@schools.nyc.gov,PS205clarion.org
P.S. 229 Dyker,,718-236-5447,1400 BENSON AVENUE,11228,Brooklyn,980558,161737,aabrams6@schools.nyc.gov,https://ps229.org
Adelphi Academy of Brooklyn,,718-238-3308,8515 Ridge Boulevard,11209,Brooklyn,975045,166820,romanosi@adelphi.org,https://adelphi.org
Bais Sarah School,,718-871-7571,6101 16 Avenue,11204,Brooklyn,986288,166574,baissarahupk@verizon.net,
Bais Tziporah,,718-436-8336,1449 39 Street,11218,Brooklyn,989033,171984,btmsm@aol.com,
Zion Day Care,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-438-2862,5000 14 Avenue,11219,Brooklyn,986785,169923,zion.daycare@thejnet.com,
Gan Day Care Center,,718-435-2812,4206-10 15 Avenue,11219,Brooklyn,988683,171061,gandaycare@verizon.net,
Dimitrios & Georgia Kaloidis PS of Holy Cross GOC,,718-836-8096,8502 Ridge Boulevard,11209,Brooklyn,974876,166906,principal@dgkschool.org,https://www.dgkschool.org
Gateway City Academy,,718-921-3737,257 Bay Ridge Avenue,11220,Brooklyn,976810,171036,gca@gatewaycityacademy.net,www.gatewaycityacademy.net
St. Anselm Catholic Academy,,718-745-7643,365 83 Street,11209,Brooklyn,976536,167089,vmazzellasaca@gmail.com,sacany.org
HEARTSHARE HUMAN SERVICES OF NEW YORK,,718-238-4637,1825 Bath Avenue,11214,Brooklyn,982809,159201,kathy.toal@heartshare.org,www.heartshare.org 
Yeshiva HeadStart 40th Street,,718-633-2232,1402 40 Street,11218,Brooklyn,988545,171886,epreisler@ykypupa.org,
Talmud Torah Ohr Moshe,,718-234-6100,1774 58 Street,11204,Brooklyn,988008,166331,admin@ttohrmoshe.org,
Guild for Exceptional Children,,718-435-2554,1273 57 Street,11219,Brooklyn,985107,169091,Jolene@gecbklyn.org,https://gecbklyn.org
BAMBI DAY CARE IV,,718-645-7010,405 81 Street,11209,Brooklyn,976957,167477,info@bambiacademy.com,www.bambiupk.com
MEVAKSHEI HASHEM,,718-435-8900,550 Ocean Parkway,11226,Brooklyn,991727,170485,r.unger@mevakshai.org,
